source_frame_index,frame_index,timestamp_seconds,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y
0,0,0.0,1,0,pedestrian,0.6850156188011169,502.3194580078125,696.1441650390625,531.5521240234375,789.842529296875,516.935791015625,742.9933471679688
0,0,0.0,2,0,pedestrian,0.6846975684165955,1598.62744140625,665.8116455078125,1633.54443359375,758.95751953125,1616.0859375,712.3845825195312
0,0,0.0,3,3,truck,0.6024037003517151,800.1668701171875,453.66278076171875,916.530029296875,586.9036254882812,858.3484497070312,520.283203125
0,0,0.0,4,1,car,0.5500825643539429,835.45556640625,587.1621704101562,918.97509765625,670.3495483398438,877.21533203125,628.755859375
0,0,0.0,5,4,bus,0.3852921724319458,1086.161376953125,670.901123046875,1645.985595703125,1079.00390625,1366.073486328125,874.9525146484375
0,0,0.0,6,0,pedestrian,0.35792848467826843,462.19659423828125,685.5286254882812,492.09588623046875,786.4812622070312,477.146240234375,736.0049438476562
0,0,0.0,7,0,pedestrian,0.35711851716041565,552.3822631835938,593.1702270507812,572.1066284179688,653.9760131835938,562.2444458007812,623.5731201171875
0,0,0.0,8,3,truck,0.3504102826118469,1065.5670166015625,543.3279418945312,1155.8289794921875,637.9275512695312,1110.697998046875,590.6277465820312
0,0,0.0,9,3,truck,0.3204094469547272,907.4136352539062,452.7265625,953.0783081054688,516.5244140625,930.2459716796875,484.62548828125
0,0,0.0,10,0,pedestrian,0.2784683108329773,1063.3685302734375,545.4437255859375,1085.5250244140625,592.5472412109375,1074.44677734375,568.9954833984375
0,0,0.0,11,2,van,0.25323545932769775,835.45556640625,587.1621704101562,918.97509765625,670.3495483398438,877.21533203125,628.755859375
0,0,0.0,12,0,pedestrian,0.2528507113456726,215.33885192871094,685.4390869140625,250.3801727294922,763.6663818359375,232.85951232910156,724.552734375
1,1,0.041666666666666664,1,0,pedestrian,0.5641124844551086,501.170166015625,695.9985961914062,530.2706909179688,789.26953125,515.7204284667969,742.6340637207031
1,1,0.041666666666666664,2,0,pedestrian,0.6578584313392639,1599.1572265625,666.5978393554688,1634.45361328125,760.781982421875,1616.805419921875,713.6899108886719
1,1,0.041666666666666664,3,3,truck,0.6491572260856628,801.1521606445312,455.3539733886719,914.6819458007812,585.3003540039062,857.9170532226562,520.3271636962891
1,1,0.041666666666666664,4,1,car,0.5333666801452637,834.3729248046875,586.1608276367188,917.5662841796875,669.0415649414062,875.9696044921875,627.6011962890625
1,1,0.041666666666666664,6,0,pedestrian,0.39592352509498596,461.4198913574219,686.8419799804688,491.2474060058594,787.5274658203125,476.3336486816406,737.1847229003906
1,1,0.041666666666666664,7,0,pedestrian,0.4556385278701782,550.266845703125,593.405029296875,571.0881958007812,657.6278686523438,560.6775207519531,625.5164489746094
1,1,0.041666666666666664,8,3,truck,0.29081952571868896,1063.7396240234375,543.707275390625,1153.351806640625,637.6057739257812,1108.5457153320312,590.6565246582031
1,1,0.041666666666666664,11,2,van,0.259285032749176,834.3729248046875,586.1608276367188,917.5662841796875,669.0415649414062,875.9696044921875,627.6011962890625
1,1,0.041666666666666664,12,0,pedestrian,0.38088223338127136,213.5037384033203,685.6235961914062,247.82032775878906,762.2643432617188,230.6620330810547,723.9439697265625
2,2,0.08333333333333333,1,0,pedestrian,0.46858444809913635,499.7461853027344,693.5855712890625,528.5064086914062,785.763427734375,514.1262969970703,739.6744995117188
2,2,0.08333333333333333,2,0,pedestrian,0.7339453101158142,1599.7657470703125,666.2830200195312,1635.24072265625,760.9861450195312,1617.5032348632812,713.6345825195312
2,2,0.08333333333333333,3,3,truck,0.5760087370872498,803.448486328125,457.5075378417969,915.3150024414062,585.5836791992188,859.3817443847656,521.5456085205078
