image_name,pred_index,class_id,class_name,confidence,x1,y1,x2,y2,area_px2,classification_confusion
0000001_02999_d_0000005.jpg,5,1,car,0.6489782333374023,699.6004638671875,341.0062255859375,797.90625,406.76788330078125,6464.751459054649,True
0000001_02999_d_0000005.jpg,6,1,car,0.6040839552879333,782.77880859375,239.30332946777344,819.3763427734375,288.22943115234375,1790.5746786799282,True
0000001_02999_d_0000005.jpg,8,1,car,0.4133162200450897,588.6616821289062,81.28276062011719,630.21142578125,109.75103759765625,1182.8496106406674,False
0000001_02999_d_0000005.jpg,11,3,truck,0.25403663516044617,622.09228515625,290.7409362792969,738.5804443359375,348.6138610839844,6741.510476842523,True
0000001_05249_d_0000009.jpg,23,1,car,0.6999552249908447,486.40570068359375,800.4393920898438,608.7921752929688,888.3914794921875,10764.145911708474,False
0000001_05249_d_0000009.jpg,25,2,van,0.6861951351165771,791.5301513671875,509.3822937011719,878.6414794921875,593.2899780273438,7309.309821546078,True
0000001_05249_d_0000009.jpg,37,1,car,0.5470602512359619,760.0643310546875,78.68852233886719,804.3744506835938,109.57923889160156,1368.7713458742946,False
0000001_05249_d_0000009.jpg,41,1,car,0.5262965559959412,708.4022216796875,382.3614807128906,780.1029663085938,455.6282958984375,5253.285205392167,False
0000001_05249_d_0000009.jpg,45,1,car,0.5013406872749329,1072.2381591796875,55.23101806640625,1117.2325439453125,87.43231201171875,1448.8774097263813,True
0000001_05249_d_0000009.jpg,47,2,van,0.4828660488128662,1190.682861328125,126.39765930175781,1228.07080078125,166.70567321777344,1507.0335837677121,False
0000001_05249_d_0000009.jpg,55,1,car,0.42144447565078735,997.4758911132812,40.849639892578125,1037.2945556640625,70.48136901855469,1179.8958821268752,False
0000001_05249_d_0000009.jpg,56,1,car,0.42044273018836975,838.2340087890625,116.38316345214844,889.6309814453125,147.32025146484375,1590.0726666525006,False
0000001_05249_d_0000009.jpg,57,1,car,0.41156134009361267,573.2003173828125,125.50314331054688,611.7683715820312,160.3465576171875,1343.8426914643496,False
0000001_05249_d_0000009.jpg,58,1,car,0.40381690859794617,747.6094360351562,98.11839294433594,789.3609619140625,133.9936981201172,1497.8487324602902,False
0000001_05249_d_0000009.jpg,60,0,pedestrian,0.3984670042991638,1162.2747802734375,289.8667907714844,1177.72998046875,327.2594909667969,577.9116673618555,False
0000001_05249_d_0000009.jpg,61,1,car,0.3917962908744812,542.132080078125,62.12388610839844,599.3577270507812,89.93600463867188,1591.566476575099,False
0000001_05249_d_0000009.jpg,63,2,van,0.36392316222190857,1185.32666015625,74.01942443847656,1229.3856201171875,108.2574462890625,1508.491633856669,False
0000001_05249_d_0000009.jpg,66,1,car,0.34981614351272583,554.7359008789062,228.8693389892578,603.5372314453125,267.8704833984375,1903.307740780525,False
